address,categories,primaryCategories,city,country,name,postalCode
1010 Washington St E,"Hotels,Family-Friendly Hotels,Budget Hotels,Lodging,Hotels Motels,Motels,Hotel,Business Hotels,Hotel Downtown Charleston",Accommodation & Food Services,Charleston,US,Charleston Plaza Hotel,25301
1010 Washington St E,"Hotels,Family-Friendly Hotels,Budget Hotels,Lodging,Hotels Motels,Motels,Hotel,Business Hotels,Hotel Downtown Charleston",Accommodation & Food Services,Charleston,US,Charleston Plaza Hotel,25301
20080 Brewer's Neck Blvd.,"Hotels Motels,Hotel",Accommodation & Food Services,Carrollton,US,Econo Lodge Inn & Suites Carrollton Smithfield,23314
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
1129 S Bluff St,"Hotels Motels,Hotel",Accommodation & Food Services,Saint George,US,Best Western Plus Abbey Inn,84770
2900 Deer Valley Dr E,"Hotels Motels,Hotel and Resort",Accommodation & Food Services,Park City,US,Silver Baron Lodge,84060
2900 Deer Valley Dr E,"Hotels Motels,Hotel and Resort",Accommodation & Food Services,Park City,US,Silver Baron Lodge,84060
2900 Deer Valley Dr E,"Hotels Motels,Hotel and Resort",Accommodation & Food Services,Park City,US,Silver Baron Lodge,84060
1321 E. 78th St.,"Hotels Motels,Hotel",Accommodation & Food Services,Minneapolis,US,Comfort Inn Airport,55425
3428 South St,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Nacogdoches,US,BEST WESTERN Inn Of Nacogdoches,75964
4028 Parkway Blvd,"Hotels Motels,Hotel",Accommodation & Food Services,West Valley City,US,"Home2 Suites by Hilton Salt Lake City / West Valley City, UT",84120
4028 Parkway Blvd,"Hotels Motels,Hotel",Accommodation & Food Services,West Valley City,US,"Home2 Suites by Hilton Salt Lake City / West Valley City, UT",84120
4028 Parkway Blvd,"Hotels Motels,Hotel",Accommodation & Food Services,West Valley City,US,"Home2 Suites by Hilton Salt Lake City / West Valley City, UT",84120
610 Eastern Ave,"Funerals,Hotels Motels,Motels,Hotel",Accommodation & Food Services,Groom,US,Chalet Inn,79039
1700 E Interstate 40,"Hotels,Meeting & Event Planning Services,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,Amarillo,US,Baymont Inn & Suites Amarillo East,79103
2300 Soncy Road,"Hotels Motels,Hotel",Accommodation & Food Services,Amarillo,US,Comfort Inn & Suites,79124
100 W Lincoln St,"Hotels,Lodging,Hotels Motels,Bed & Breakfast & Inns,Motels,Hotel",Accommodation & Food Services,Tullahoma,US,Veranda House,37388
100 W Lincoln St,"Hotels,Lodging,Hotels Motels,Bed & Breakfast & Inns,Motels,Hotel",Accommodation & Food Services,Tullahoma,US,Veranda House,37388
2001 E Reno Ave,"Hotels,Hotels and motels,Hotels Motels,Hotel",Accommodation & Food Services,Oklahoma City,US,Ramada Oklahoma City Near Bricktown,73117
2001 E Reno Ave,"Hotels,Hotels and motels,Hotels Motels,Hotel",Accommodation & Food Services,Oklahoma City,US,Ramada Oklahoma City Near Bricktown,73117
2001 E Reno Ave,"Hotels,Hotels and motels,Hotels Motels,Hotel",Accommodation & Food Services,Oklahoma City,US,Ramada Oklahoma City Near Bricktown,73117
161 Bluebell Dr SW,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,New Philadelphia,US,Best Western Dutch Valley Inn,44663
161 Bluebell Dr SW,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,New Philadelphia,US,Best Western Dutch Valley Inn,44663
1098 W Meadowlark Ln,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",Accommodation & Food Services,Corrales,US,Chocolate Turtle Bed and Breakfast,87048
1098 W Meadowlark Ln,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",Accommodation & Food Services,Corrales,US,Chocolate Turtle Bed and Breakfast,87048
1098 W Meadowlark Ln,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",Accommodation & Food Services,Corrales,US,Chocolate Turtle Bed and Breakfast,87048
1098 W Meadowlark Ln,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",Accommodation & Food Services,Corrales,US,Chocolate Turtle Bed and Breakfast,87048
1098 W Meadowlark Ln,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",Accommodation & Food Services,Corrales,US,Chocolate Turtle Bed and Breakfast,87048
1098 W Meadowlark Ln,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",Accommodation & Food Services,Corrales,US,Chocolate Turtle Bed and Breakfast,87048
1098 W Meadowlark Ln,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",Accommodation & Food Services,Corrales,US,Chocolate Turtle Bed and Breakfast,87048
1098 W Meadowlark Ln,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",Accommodation & Food Services,Corrales,US,Chocolate Turtle Bed and Breakfast,87048
1098 W Meadowlark Ln,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",Accommodation & Food Services,Corrales,US,Chocolate Turtle Bed and Breakfast,87048
1098 W Meadowlark Ln,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",Accommodation & Food Services,Corrales,US,Chocolate Turtle Bed and Breakfast,87048
1098 W Meadowlark Ln,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",Accommodation & Food Services,Corrales,US,Chocolate Turtle Bed and Breakfast,87048
1098 W Meadowlark Ln,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",Accommodation & Food Services,Corrales,US,Chocolate Turtle Bed and Breakfast,87048
1098 W Meadowlark Ln,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",Accommodation & Food Services,Corrales,US,Chocolate Turtle Bed and Breakfast,87048
1098 W Meadowlark Ln,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",Accommodation & Food Services,Corrales,US,Chocolate Turtle Bed and Breakfast,87048
1098 W Meadowlark Ln,"Hotels Motels,Hotels & Motels,Bed and Breakfast,Hotel",Accommodation & Food Services,Corrales,US,Chocolate Turtle Bed and Breakfast,87048
390 N Sandhill Blvd,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Mesquite,US,Best Western Mesquite Inn,89027
390 N Sandhill Blvd,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Mesquite,US,Best Western Mesquite Inn,89027
390 N Sandhill Blvd,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Mesquite,US,Best Western Mesquite Inn,89027
390 N Sandhill Blvd,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Mesquite,US,Best Western Mesquite Inn,89027
2000 Lake Rd.,"Cottages,Tourist Hotels,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,Youngstown,US,Lakeview Motel & Cottage,14174
730 Iowa St,"Hotels,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,Lawrence,US,Days Inn-Ku Lawrence,66044
810 S US Highway 1,"Hotels,Hotels and motels,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Jupiter,US,Best Western Intracoastal Inn,33477
205 Enterprise Dr,"Hotels,Corporate Housing,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Gadsden,US,BEST WESTERN PLUS Gadsden Hotel & Suites,35904
6733 Bonanza Rd.,"Hotels,Pet Friendly Hotels,Hotels and Lodging,Travel and Tourism,Hotels Motels,Motels,Hotel",Accommodation & Food Services,Evansville,US,Sleep Inn & Suites,82636
5401 Walker Rd,"Hotels,Family-Friendly Hotels,Budget Hotels,Motel,Lodging,Hotels Motels,Motels,Hotels & Motels,Hotel,Business Hotels",Accommodation & Food Services,Cheyenne,US,Rodeway Inn,82009
1240 Annapolis Way,"Hotels,Hotel & Motel Reservations,Accommodation Reservations,Corporate Lodging,Lodging,Hotel Woodbridge,Hotels Motels,Accommodations & Lodging,Hotel Representatives,Hotel",Accommodation & Food Services,Woodbridge,US,Hampton Inn Potomac Mills/Woodbridge,22191
1240 Annapolis Way,"Hotels,Hotel & Motel Reservations,Accommodation Reservations,Corporate Lodging,Lodging,Hotel Woodbridge,Hotels Motels,Accommodations & Lodging,Hotel Representatives,Hotel",Accommodation & Food Services,Woodbridge,US,Hampton Inn Potomac Mills/Woodbridge,22191
1240 Annapolis Way,"Hotels,Hotel & Motel Reservations,Accommodation Reservations,Corporate Lodging,Lodging,Hotel Woodbridge,Hotels Motels,Accommodations & Lodging,Hotel Representatives,Hotel",Accommodation & Food Services,Woodbridge,US,Hampton Inn Potomac Mills/Woodbridge,22191
1240 Annapolis Way,"Hotels,Hotel & Motel Reservations,Accommodation Reservations,Corporate Lodging,Lodging,Hotel Woodbridge,Hotels Motels,Accommodations & Lodging,Hotel Representatives,Hotel",Accommodation & Food Services,Woodbridge,US,Hampton Inn Potomac Mills/Woodbridge,22191
1240 Annapolis Way,"Hotels,Hotel & Motel Reservations,Accommodation Reservations,Corporate Lodging,Lodging,Hotel Woodbridge,Hotels Motels,Accommodations & Lodging,Hotel Representatives,Hotel",Accommodation & Food Services,Woodbridge,US,Hampton Inn Potomac Mills/Woodbridge,22191
1240 Annapolis Way,"Hotels,Hotel & Motel Reservations,Accommodation Reservations,Corporate Lodging,Lodging,Hotel Woodbridge,Hotels Motels,Accommodations & Lodging,Hotel Representatives,Hotel",Accommodation & Food Services,Woodbridge,US,Hampton Inn Potomac Mills/Woodbridge,22191
1615 S Main St,"Hotels,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,Blacksburg,US,Red Carpet Inn,24060
1615 S Main St,"Hotels,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,Blacksburg,US,Red Carpet Inn,24060
610 S Frontage Rd,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Wisconsin Dells,US,Best Western Ambassador Inn & Suites,53965
610 S Frontage Rd,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Wisconsin Dells,US,Best Western Ambassador Inn & Suites,53965
610 S Frontage Rd,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Wisconsin Dells,US,Best Western Ambassador Inn & Suites,53965
610 S Frontage Rd,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Wisconsin Dells,US,Best Western Ambassador Inn & Suites,53965
610 S Frontage Rd,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Wisconsin Dells,US,Best Western Ambassador Inn & Suites,53965
610 S Frontage Rd,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Wisconsin Dells,US,Best Western Ambassador Inn & Suites,53965
610 S Frontage Rd,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Wisconsin Dells,US,Best Western Ambassador Inn & Suites,53965
610 S Frontage Rd,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Wisconsin Dells,US,Best Western Ambassador Inn & Suites,53965
240 E Fond Du Lac St,"Hotels,Budget Hotels,Hotels Motels,Hotel",Accommodation & Food Services,Ripon,US,Welcome Inn,54971
829 Ocean Shore Blvd N W,"Hotels Motels,Hotel",Accommodation & Food Services,Ocean Shores,US,Comfort Inn & Suites,98569
829 Ocean Shore Blvd N W,"Hotels Motels,Hotel",Accommodation & Food Services,Ocean Shores,US,Comfort Inn & Suites,98569
829 Ocean Shore Blvd N W,"Hotels Motels,Hotel",Accommodation & Food Services,Ocean Shores,US,Comfort Inn & Suites,98569
3828 W Wall St,"Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,Midland,US,Super 8-Midland,79703
2300 Market St,"Hotels,Lodging,Banquet Halls and Reception Facilities,Hotels Motels,Hotel",Accommodation & Food Services,Mount Vernon,US,Best Western Plus Skagit Valley Inn and Convention Center,98273
2300 Market St,"Hotels,Lodging,Banquet Halls and Reception Facilities,Hotels Motels,Hotel",Accommodation & Food Services,Mount Vernon,US,Best Western Plus Skagit Valley Inn and Convention Center,98273
2300 Market St,"Hotels,Lodging,Banquet Halls and Reception Facilities,Hotels Motels,Hotel",Accommodation & Food Services,Mount Vernon,US,Best Western Plus Skagit Valley Inn and Convention Center,98273
2300 Market St,"Hotels,Lodging,Banquet Halls and Reception Facilities,Hotels Motels,Hotel",Accommodation & Food Services,Mount Vernon,US,Best Western Plus Skagit Valley Inn and Convention Center,98273
2300 Market St,"Hotels,Lodging,Banquet Halls and Reception Facilities,Hotels Motels,Hotel",Accommodation & Food Services,Mount Vernon,US,Best Western Plus Skagit Valley Inn and Convention Center,98273
2300 Market St,"Hotels,Lodging,Banquet Halls and Reception Facilities,Hotels Motels,Hotel",Accommodation & Food Services,Mount Vernon,US,Best Western Plus Skagit Valley Inn and Convention Center,98273
120 W Rieck Rd,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Tyler,US,Best Western Plus Southpark Inn & Suites,75703
120 W Rieck Rd,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Tyler,US,Best Western Plus Southpark Inn & Suites,75703
120 W Rieck Rd,"Hotels,Hotels and motels,Hotel and motel reservations,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Tyler,US,Best Western Plus Southpark Inn & Suites,75703
4600 I-40 E,"Hotels Motels,Hotel",Accommodation & Food Services,Amarillo,US,Best Western Santa Fe,79103
8051 Lyndon B Johnson Fwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Plus Dallas Hotel & Conference Center,75251
8051 Lyndon B Johnson Fwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Plus Dallas Hotel & Conference Center,75251
8051 Lyndon B Johnson Fwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Plus Dallas Hotel & Conference Center,75251
8051 Lyndon B Johnson Fwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Plus Dallas Hotel & Conference Center,75251
8051 Lyndon B Johnson Fwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Plus Dallas Hotel & Conference Center,75251
8051 Lyndon B Johnson Fwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Plus Dallas Hotel & Conference Center,75251
8051 Lyndon B Johnson Fwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Plus Dallas Hotel & Conference Center,75251
8051 Lyndon B Johnson Fwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Plus Dallas Hotel & Conference Center,75251
8051 Lyndon B Johnson Fwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Plus Dallas Hotel & Conference Center,75251
8051 Lyndon B Johnson Fwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Plus Dallas Hotel & Conference Center,75251
8051 Lyndon B Johnson Fwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Plus Dallas Hotel & Conference Center,75251
4150 N Central Expy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Cityplace Inn,75204
4150 N Central Expy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Cityplace Inn,75204
4150 N Central Expy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Cityplace Inn,75204
4150 N Central Expy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Cityplace Inn,75204
4150 N Central Expy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Cityplace Inn,75204
4150 N Central Expy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Cityplace Inn,75204
4150 N Central Expy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Cityplace Inn,75204
4150 N Central Expy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Cityplace Inn,75204
4150 N Central Expy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Cityplace Inn,75204
4150 N Central Expy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Cityplace Inn,75204
4150 N Central Expy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Cityplace Inn,75204
4150 N Central Expy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Cityplace Inn,75204
4150 N Central Expy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Cityplace Inn,75204
4150 N Central Expy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Cityplace Inn,75204
2361 W Northwest Hwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Northwest Inn,75220
2361 W Northwest Hwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Northwest Inn,75220
2361 W Northwest Hwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Northwest Inn,75220
2361 W Northwest Hwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Northwest Inn,75220
2361 W Northwest Hwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Northwest Inn,75220
2361 W Northwest Hwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Northwest Inn,75220
2361 W Northwest Hwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Northwest Inn,75220
2361 W Northwest Hwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Northwest Inn,75220
2361 W Northwest Hwy,"Hotels Motels,Hotel",Accommodation & Food Services,Dallas,US,Best Western Northwest Inn,75220
504 S Main St,"Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,Balmorhea,US,The Eleven Inn,79718
504 S Main St,"Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,Balmorhea,US,The Eleven Inn,79718
600 Santa Rosa South,"Hotels,Hotel & Motel Reservations,Accommodation Reservations,Accommodations & Lodging,Hotels Motels,Hotel Representatives,Hotel",Accommodation & Food Services,San Antonio,US,Courtyard by Marriott San Antonio Downtown/Market Square,78204
4350 Cosby Hwy,"Hotels,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,Cosby,US,Cub Motel,37722
4350 Cosby Hwy,"Hotels,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,Cosby,US,Cub Motel,37722
1207 N Main St,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Shelbyville,US,Microtel Inn & Suites By Wyndham Shelbyville,37160
663 S Willow Ave,"Hotels and motels,Travel and Tourism,Hotels Motels,Hotel",Accommodation & Food Services,Cookeville,US,Key West Inn,38501
900 S Jefferson Ave,"Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,Cookeville,US,Best Western Thunderbird Motel,38501
663 S Willow Ave,"Hotels and motels,Travel and Tourism,Hotels Motels,Hotel",Accommodation & Food Services,Cookeville,US,Key West Inn,38501
900 S Jefferson Ave,"Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,Cookeville,US,Best Western Thunderbird Motel,38501
900 S Jefferson Ave,"Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,Cookeville,US,Best Western Thunderbird Motel,38501
5501 W National Ave,"Hotels Motels,Hotel",Accommodation & Food Services,Milwaukee,US,Best Western Milwaukee West,53214
5501 W National Ave,"Hotels Motels,Hotel",Accommodation & Food Services,Milwaukee,US,Best Western Milwaukee West,53214
1428 Sniders Hwy,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Walterboro,US,Best Western Of Walterboro,29488
1428 Sniders Hwy,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,Walterboro,US,Best Western Of Walterboro,29488
4049 Jimmie Dyess Pkwy,"Hotels and motels,Apartment Hotels,Lodging,Family-friendly Hotels,travel & transport,Hotels,Extended Stay,Hotel and motel reservations,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Business Hotels",Accommodation & Food Services,Augusta,US,Hawthorn Suites By Wyndham Augusta,30909
3291 Market Street Extension,"Hotels Motels,Hotel",Accommodation & Food Services,Warren,US,Hampton Inn & Suites Warren,16365
3291 Market Street Extension,"Hotels Motels,Hotel",Accommodation & Food Services,Warren,US,Hampton Inn & Suites Warren,16365
3291 Market Street Extension,"Hotels Motels,Hotel",Accommodation & Food Services,Warren,US,Hampton Inn & Suites Warren,16365
3291 Market Street Extension,"Hotels Motels,Hotel",Accommodation & Food Services,Warren,US,Hampton Inn & Suites Warren,16365
3291 Market Street Extension,"Hotels Motels,Hotel",Accommodation & Food Services,Warren,US,Hampton Inn & Suites Warren,16365
3291 Market Street Extension,"Hotels Motels,Hotel",Accommodation & Food Services,Warren,US,Hampton Inn & Suites Warren,16365
3291 Market Street Extension,"Hotels Motels,Hotel",Accommodation & Food Services,Warren,US,Hampton Inn & Suites Warren,16365
3291 Market Street Extension,"Hotels Motels,Hotel",Accommodation & Food Services,Warren,US,Hampton Inn & Suites Warren,16365
